Timestamp,X Coord 7,X Coord 6,X Coord 5,X Coord 4,X Coord 3,X Coord 2,X Coord 1,X Coord 0,Y Coord 7,Y Coord 6,Y Coord 5,Y Coord 4,Y Coord 3,Y Coord 2,Y Coord 1,Y Coord 0
7267696,2.2053833,2.2265778,2.2155151,2.207428,2.2391357,2.234726,2.2171783,2.2353668,281.17142,271.8263,292.72446,288.3314,271.87546,272.53638,295.6151,277.0852
7267903,2.2053375,2.226532,2.2155151,2.2073517,2.2391205,2.2346497,2.2170715,2.2353516,281.08347,271.81653,292.48798,288.45618,271.7695,272.67368,295.79584,276.44482
7268111,2.2053223,2.226532,2.215454,2.207367,2.2391052,2.2346191,2.2169495,2.2351837,281.05472,271.78687,292.46555,288.23816,271.7117,272.51984,295.7538,276.97662
7268318,2.2053528,2.226532,2.2154694,2.207306,2.2391205,2.2345734,2.2169495,2.2352905,280.97745,271.90555,292.53055,288.20828,271.82367,272.47678,295.6182,277.14136
7268525,2.205307,2.226532,2.2155151,2.2073517,2.2390442,2.2345734,2.2169495,2.23526,281.16943,271.90952,292.39746,288.10852,271.85928,272.57104,295.70795,276.77045
7268732,2.2053986,2.2265472,2.215561,2.2073212,2.239029,2.2346191,2.2169037,2.2352142,280.8757,271.82986,292.45456,288.209,271.7824,272.33228,295.70874,276.5233
7269146,2.2053375,2.2265625,2.2155914,2.2074585,2.2389374,2.234665,2.2169647,2.23526,280.9467,271.8999,292.39072,288.30368,271.93735,272.30206,295.721,276.6347
7269353,2.205368,2.2265015,2.215561,2.207489,2.2390137,2.234665,2.2169952,2.2354279,281.06198,271.8545,292.29703,288.0646,271.85263,272.48032,295.6288,276.85934
7269561,2.2053375,2.226593,2.2155457,2.2074585,2.2389984,2.234665,2.2169952,2.2353973,280.9206,271.87564,292.421,288.35062,271.87277,272.50333,295.90997,276.2158
7269768,2.2052917,2.226654,2.2155304,2.2073517,2.239029,2.2346497,2.2169952,2.235199,280.98602,271.6326,292.39178,288.07028,271.7725,272.38797,295.76016,276.7082
7269975,2.2052917,2.2265778,2.2155151,2.2073822,2.2390442,2.234726,2.2169952,2.23526,281.08868,271.6966,292.22327,288.32953,271.88324,272.37784,295.79025,276.57895
7270182,2.2053528,2.2265778,2.2155457,2.2073212,2.2390137,2.2347412,2.2169495,2.23526,280.99368,271.83395,292.57098,288.2215,271.96622,272.61667,295.80563,276.77472
7270389,2.205368,2.2265167,2.2155457,2.2073212,2.2390137,2.2347412,2.2169495,2.235321,281.0182,271.84464,292.50702,288.34558,271.89423,272.4199,295.82895,276.6652
7270804,2.205368,2.2265167,2.2155151,2.2072601,2.2389984,2.2347565,2.2169037,2.235489,281.03854,271.78125,292.49686,288.0279,271.78036,272.57538,295.89078,276.78223
7271011,2.2053375,2.2265167,2.2155457,2.2072601,2.2389832,2.2347565,2.2169495,2.23555,281.082,271.83643,292.3835,288.26215,271.8819,272.30035,295.70312,276.60767
7271218,2.2053375,2.2265015,2.2155151,2.2073212,2.23909,2.2346954,2.2169495,2.2354584,281.07425,271.80832,292.34512,288.03687,271.85782,272.42566,295.93997,276.77335
7271425,2.2053375,2.2264557,2.2155151,2.2072906,2.2391052,2.234665,2.2169647,2.2352448,281.20493,271.77472,292.0292,288.20715,271.83945,272.70975,295.7529,276.84402
7271632,2.2052765,2.2264557,2.2155457,2.2072906,2.2391205,2.234665,2.2169495,2.2353058,280.92188,271.84833,292.42456,288.48633,271.68848,272.43192,295.8092,276.85114
7271839,2.2052765,2.2263641,2.2155457,2.2073212,2.2390747,2.2346191,2.21698,2.2354126,281.0618,271.8846,292.527,288.11218,271.75394,272.43555,295.65186,276.434
7272047,2.2052307,2.22641,2.2155457,2.207367,2.2390137,2.234558,2.21698,2.2353516,281.0377,271.87616,292.3652,288.19464,271.85962,272.40204,295.61435,276.84195
7272461,2.2052765,2.2264404,2.2155762,2.207367,2.2391357,2.2345886,2.2170715,2.2354279,281.007,271.69504,292.5295,288.00314,271.90952,272.41846,295.80173,276.4354
7272668,2.205307,2.2264557,2.2155457,2.207306,2.2391357,2.2345886,2.217102,2.235443,280.95035,271.93542,292.53693,288.17703,272.10104,272.65427,295.50226,276.9287
7272875,2.205307,2.2264252,2.2154388,2.2072754,2.2391663,2.234558,2.2170868,2.2353668,280.9125,271.98532,292.3943,288.35205,271.77777,272.66125,295.8215,276.7544
7273082,2.2053375,2.22641,2.2154236,2.2072296,2.2391663,2.2345886,2.2170715,2.2353668,281.08185,271.8827,292.53177,288.2345,271.83435,272.58316,295.81705,276.54788
7273290,2.205307,2.226471,2.2154236,2.2072601,2.23909,2.2345428,2.2170868,2.2353668,281.01285,271.9157,292.31512,288.22955,272.00943,272.53506,295.85602,276.64035
7273497,2.2053528,2.2264404,2.215454,2.2072601,2.2390442,2.2345886,2.217041,2.2351837,281.09207,271.79868,292.4668,288.30737,271.89178,272.53287,295.78033,277.0123
7273911,2.2054138,2.2264252,2.2154236,2.2071838,2.23909,2.2346497,2.2170868,2.2352295,281.00812,271.8967,292.5877,288.28418,271.95795,272.53763,295.90924,276.92337
7274116,2.2053528,2.2264557,2.2153778,2.2072601,2.2391052,2.2346802,2.2170868,2.2354736,281.15417,271.7986,292.5484,288.42963,271.76474,272.39514,295.81607,276.6756
7274325,2.205368,2.2264404,2.215454,2.2072906,2.2391205,2.234665,2.2170105,2.2354279,281.04654,271.79105,292.54694,288.29865,271.898,272.36984,296.03915,276.95337
7274533,2.205368,2.2263336,2.215454,2.2072754,2.2391205,2.234558,2.2170563,2.2355042,281.19186,271.76807,292.47388,288.45117,271.80533,272.51367,295.86615,277.07996
7274740,2.2053833,2.2263336,2.215454,2.2072144,2.239029,2.2346191,2.2169342,2.2357635,281.1057,271.92126,292.4352,288.0717,271.65488,272.48157,295.95633,277.06558
7274947,2.2053833,2.226303,2.2154846,2.2071686,2.2389984,2.2346954,2.2169952,2.2357635,281.11594,271.8627,292.49332,288.29504,271.71484,272.41104,295.76904,276.78403
7275154,2.205368,2.2263336,2.2154846,2.2071686,2.238968,2.234726,2.2169952,2.2357025,281.16428,271.9258,292.465,288.09552,271.964,272.412,295.74786,276.98392
7275568,2.2053986,2.2263336,2.215454,2.2072906,2.238968,2.234665,2.2170105,2.2356567,281.07812,272.07343,292.56863,288.35544,271.60703,272.48248,296.09207,276.73572
7275775,2.2053986,2.2263336,2.215454,2.2073212,2.2389374,2.2346497,2.2170715,2.235321,281.11835,271.98325,292.37943,288.17114,271.8627,272.65085,296.06274,276.81802
7275983,2.2054138,2.2263184,2.2153778,2.2073517,2.2389374,2.234604,2.2169952,2.2350311,281.15344,271.90482,292.32584,288.27304,271.82025,272.48718,296.0049,276.9141
7276190,2.2053528,2.226303,2.2154083,2.2073212,2.238968,2.2346344,2.2169952,2.2352295,281.00446,271.84952,292.28232,288.18478,271.85803,272.3874,295.83,276.69058
7276397,2.2052307,2.2263489,2.2153625,2.2072601,2.238968,2.234665,2.217041,2.2353058,280.96017,271.74585,292.31046,288.2726,271.8826,272.45627,295.95337,276.87128
7276604,2.2052307,2.2263184,2.215393,2.2071838,2.238968,2.2346191,2.2170563,2.2355042,281.1397,271.7432,292.55524,288.17715,271.84546,272.73596,295.81967,276.90076
7276811,2.205246,2.226303,2.2154388,2.2071533,2.2390137,2.234558,2.2170563,2.2353973,281.066,271.88013,292.3794,288.09305,272.0117,272.49026,295.82898,276.9161
7277226,2.2052155,2.2262878,2.215393,2.207199,2.2389832,2.2346191,2.2170105,2.2355652,281.04718,271.89468,292.53018,287.932,271.8031,272.42728,295.81808,277.04254
7277433,2.2051544,2.2262878,2.2153473,2.2071686,2.2390747,2.2346191,2.2169647,2.2355042,281.15,271.7932,292.35492,288.2237,271.78073,272.5318,295.8278,276.69324
7277640,2.2050629,2.2263184,2.2152863,2.207138,2.2390442,2.2346191,2.2169647,2.2356567,281.07727,271.66092,292.3187,288.10007,271.88788,272.5785,295.6867,276.92062
7277847,2.2050323,2.2263336,2.215271,2.2072144,2.238968,2.2345886,2.2169495,2.2356567,281.06784,272.0169,292.38693,288.20465,271.7371,272.3874,295.88025,276.84024
7278054,2.2050323,2.226242,2.215271,2.2071228,2.2389526,2.2345428,2.216919,2.2356567,280.97458,271.87088,292.32425,288.35132,271.80643,272.5708,295.65237,276.73163
7278261,2.2050934,2.226242,2.2153015,2.2071228,2.2389832,2.234497,2.2169342,2.235672,281.02734,271.85046,292.24884,288.48773,272.0268,272.4898,295.82617,276.67712
7278468,2.205124,2.2261963,2.215332,2.2071686,2.2390137,2.2345886,2.216919,2.2355804,280.91095,271.9228,292.53265,288.1786,271.7674,272.28662,295.83163,276.86212
7278882,2.205124,2.2262726,2.2153473,2.207199,2.2389832,2.2346344,2.2169342,2.235611,280.9989,271.8165,292.28583,288.26132,271.94705,272.39523,295.7622,276.8478
7279090,2.2050934,2.2263794,2.2152863,2.2071533,2.2389832,2.234604,2.216858,2.235794,280.9895,271.85495,292.3765,288.18042,271.8015,272.59964,295.73724,276.74115
7279297,2.2050323,2.2264252,2.2152863,2.2071686,2.239029,2.234604,2.2168121,2.2358398,281.2122,271.94684,292.5209,288.17722,271.94446,272.4523,295.75366,276.8765
7279504,2.205124,2.2264252,2.215271,2.207199,2.23909,2.234604,2.2168121,2.2357025,280.98108,271.99274,292.45847,288.2561,271.71973,272.38208,295.75916,276.9392
7279712,2.2052002,2.2263794,2.2152405,2.2071838,2.2390594,2.234604,2.2168732,2.2355347,280.86285,271.7328,292.3379,287.93863,271.8812,272.48477,295.67926,276.4401
7279919,2.2051086,2.2263336,2.2152405,2.2072449,2.2390442,2.2345428,2.216919,2.2354736,280.89456,271.75366,292.38144,288.23114,271.8377,272.52115,295.7888,276.82986
7280333,2.205124,2.2263184,2.215332,2.2072296,2.2390594,2.2345428,2.21698,2.2353363,281.11044,271.86652,292.2814,288.21863,271.81952,272.37558,295.64673,276.79327
7280540,2.205124,2.2262573,2.215332,2.2071838,2.2389984,2.2345123,2.2169495,2.235382,280.92853,271.87292,292.42865,288.41226,271.7524,272.4742,295.77777,276.72314
7280747,2.2051544,2.2262573,2.215332,2.2071838,2.238968,2.2345886,2.2169647,2.2353973,281.0362,271.68637,292.41705,288.14218,271.76202,272.54233,295.7754,276.46545
7280955,2.205185,2.2262115,2.2153625,2.2071533,2.2389832,2.2345428,2.2168884,2.235489,280.9433,271.98633,292.44153,288.2641,272.0371,272.33505,295.60217,276.69766
7281162,2.2052307,2.2262115,2.2153625,2.2071533,2.238968,2.234558,2.2169342,2.235489,281.14346,271.69547,292.4072,288.10727,271.6425,272.48328,296.02805,277.00134
7281369,2.2052307,2.226181,2.2153473,2.2070923,2.238968,2.2344666,2.216919,2.23555,280.96677,271.81583,292.53333,288.23965,271.6822,272.54388,295.81238,276.95816
7281576,2.2051697,2.2261505,2.2153015,2.2070465,2.2390137,2.234497,2.216858,2.2355042,280.93365,271.93823,292.45215,288.48312,271.78534,272.51794,295.7657,276.58173
7281990,2.2051697,2.22612,2.215332,2.2069397,2.2389526,2.234665,2.2168274,2.235443,281.05466,271.7907,292.38373,288.34317,271.89783,272.5996,295.82904,277.0331
7282198,2.2051697,2.226181,2.2153015,2.2069397,2.238968,2.2346344,2.2168274,2.2353973,281.19553,271.90878,292.27158,288.41083,271.78217,272.39874,295.69293,276.52182
7282405,2.2051697,2.226242,2.2153625,2.2070007,2.238968,2.2346344,2.216858,2.2352905,280.95224,272.0101,292.42508,288.35043,271.62894,272.4004,295.8948,276.92947
7282612,2.2051544,2.2262726,2.2154236,2.2070007,2.238968,2.2346344,2.2169037,2.2352905,280.86716,271.8885,292.2448,288.35425,271.70258,272.61337,295.70343,276.96985
7282819,2.2050781,2.2262726,2.2154236,2.2069855,2.238922,2.2346344,2.2169037,2.2352295,280.92816,271.96103,292.3074,288.1728,271.78882,272.4947,295.6862,276.6027
7283026,2.2051086,2.226303,2.2154236,2.2069702,2.2388153,2.2346497,2.216858,2.23526,280.97943,271.89334,292.43173,288.0799,271.8685,272.53748,295.9851,276.79932
7283233,2.2051544,2.2262268,2.215332,2.206955,2.2387848,2.2345886,2.2168274,2.2350922,280.93237,272.0137,292.26624,288.301,271.61578,272.60938,295.89694,277.09692
7283648,2.2050934,2.226242,2.2153473,2.2069855,2.2388458,2.2345428,2.2167969,2.2351074,281.04492,271.68158,292.3701,288.20905,271.72397,272.37946,295.86,276.46014
7283855,2.2050476,2.2262726,2.2153625,2.2071075,2.2388458,2.2345276,2.2168121,2.2352905,280.89172,271.79916,292.40396,288.16565,271.77277,272.5972,295.87296,276.7193
7284062,2.2050781,2.2262878,2.215393,2.2070618,2.2388458,2.2345428,2.2168121,2.23526,281.09814,272.0692,292.44885,288.33072,271.8577,272.49713,295.7643,276.73016
7284269,2.2050781,2.226303,2.215332,2.2071228,2.2388153,2.2345276,2.216919,2.2351227,281.15512,271.9659,292.48712,288.3113,271.9966,272.4421,295.9057,276.91074
7284476,2.205124,2.2263794,2.215332,2.2071838,2.2388153,2.234558,2.216858,2.235199,281.17044,271.9838,292.59415,288.59845,271.82236,272.55942,295.90964,276.82355
7284683,2.2050934,2.2263794,2.2152863,2.207138,2.2388153,2.234558,2.2168121,2.235199,281.00418,271.9741,292.6405,288.09427,271.85934,272.70676,295.96088,276.92932
7285097,2.2052002,2.2264557,2.215332,2.2072144,2.238861,2.2345886,2.2167969,2.23497,281.09998,271.95422,292.48364,288.28946,271.9763,272.58923,295.87448,276.67883
7285305,2.2052002,2.2264557,2.215332,2.2072906,2.2389069,2.2345734,2.2167969,2.2349243,281.09268,271.78702,292.2482,288.10373,271.93085,272.5653,295.7418,276.92435
7285512,2.2052002,2.2264252,2.2153015,2.2072754,2.2389069,2.2345734,2.2168884,2.2350922,280.7949,271.75168,292.41476,288.16132,271.76874,272.4896,295.70175,276.40796
7285719,2.2052002,2.2264252,2.2152863,2.2072449,2.2389069,2.2345734,2.216919,2.2350159,280.80838,271.8206,292.3313,288.33838,271.80075,272.6541,295.8591,276.58383
7285926,2.2052307,2.22641,2.2153015,2.2072601,2.238968,2.234558,2.216919,2.2351532,280.93768,272.0233,292.43256,288.0921,271.85236,272.52664,295.7314,276.5202
7286133,2.2052002,2.2263947,2.215332,2.2072449,2.238968,2.234604,2.216858,2.2351685,281.08936,271.7585,292.39432,288.30045,271.79623,272.64813,295.85718,276.96823
7286340,2.2052307,2.2263794,2.215332,2.2072754,2.2390137,2.2345428,2.216858,2.235382,281.13782,271.96356,292.37558,288.3548,271.86694,272.4521,295.96375,276.56052
7286755,2.2052002,2.2263794,2.2153778,2.2071533,2.2391357,2.2345428,2.216858,2.2355194,281.11633,271.90668,292.5583,288.38855,271.9866,272.7086,295.94583,276.978
7286962,2.2052155,2.2263184,2.2154236,2.2071686,2.23909,2.2345276,2.216858,2.2353668,281.10126,271.834,292.54846,288.34198,271.93478,272.50623,295.95255,276.73563
7287169,2.2051697,2.2262726,2.2154236,2.2072296,2.2390442,2.2345428,2.2167969,2.235321,280.82794,271.96906,292.57697,288.32782,271.87726,272.59625,295.82706,276.9704
7287376,2.2052002,2.2262726,2.2153625,2.2072296,2.2390442,2.234497,2.2167664,2.2353668,281.03876,271.85248,292.38748,288.17282,271.7638,272.521,295.82428,277.00415
7287583,2.2051697,2.2262573,2.2153473,2.2071838,2.2390442,2.2344513,2.2167816,2.2353363,280.97787,271.94824,292.63675,288.40128,271.80597,272.46417,295.8224,276.84058
7287790,2.2051544,2.2262573,2.2154083,2.207138,2.2390442,2.234436,2.2167816,2.235138,281.0907,271.88828,292.50833,288.17105,271.79913,272.7329,295.75473,276.6296
7287998,2.2052307,2.2262268,2.2154083,2.2071228,2.23909,2.2344818,2.2168274,2.2350159,281.06476,271.96707,292.3737,288.3229,271.84686,272.66666,295.7229,277.129
7288411,2.205185,2.2261963,2.2153625,2.2070618,2.2390442,2.2344818,2.2168274,2.2350159,280.92227,271.8201,292.40707,288.52716,271.90955,272.50177,295.8471,276.6677
7288619,2.205185,2.2262268,2.2153168,2.2070923,2.2390137,2.2345123,2.2168121,2.2349243,281.04034,271.7145,292.4608,288.22385,271.87305,272.484,295.7454,276.9343
7288826,2.2052612,2.2261963,2.2153473,2.207077,2.2390137,2.2345123,2.2167969,2.2349243,280.99484,271.7789,292.4194,288.08508,272.0057,272.56265,295.76276,276.53378
7289033,2.205246,2.2262115,2.2153473,2.2071228,2.2389832,2.2344818,2.2168121,2.2350006,280.89148,271.91382,292.46527,288.24774,271.95645,272.38992,295.94815,276.67554
7289241,2.2051392,2.2261963,2.2153473,2.2070465,2.2389526,2.2344513,2.2168121,2.2348938,280.85956,271.86847,292.5226,288.37537,271.80627,272.38858,295.8008,276.78806
7289448,2.205124,2.2263184,2.2153168,2.2070618,2.238922,2.2344818,2.2167969,2.2350311,281.13998,271.90845,292.48248,288.20074,271.8813,272.5637,295.87344,276.7949
7289862,2.2051086,2.226303,2.2153778,2.2070007,2.2389374,2.2344818,2.2168274,2.2351227,281.17932,271.88608,292.46432,288.17953,271.67624,272.6619,295.89636,276.67786
7290069,2.2051086,2.226303,2.2153625,2.2070007,2.2389374,2.2344818,2.2168732,2.2351837,280.93472,271.87943,292.44797,288.18964,271.53287,272.32846,295.65063,276.88113
7290276,2.205124,2.2262268,2.215332,2.2070007,2.238922,2.2344818,2.2168732,2.2352753,281.03317,271.87778,292.40204,288.14282,271.71603,272.54358,295.78796,276.45325
7290483,2.205185,2.2262268,2.215332,2.2070312,2.238922,2.2345428,2.2168732,2.2354584,281.00427,271.89288,292.50336,288.27713,271.89835,272.62155,295.80054,276.9772
7290691,2.205124,2.226242,2.2153168,2.2071075,2.2388916,2.2345428,2.2168427,2.235611,280.91684,271.89435,292.44943,288.22992,271.7561,272.58768,295.83627,276.4751
7290898,2.205185,2.2261505,2.215332,2.2071075,2.2389069,2.2345123,2.2168427,2.2353363,281.02164,271.88245,292.55045,288.2339,271.83765,272.6224,295.91397,276.77335
7291105,2.2052002,2.2261963,2.2153625,2.207077,2.2389069,2.2344818,2.2168274,2.2354126,281.00006,271.82022,292.27988,288.1951,271.80542,272.52737,295.72424,276.97592
7291519,2.2052002,2.2261963,2.2154388,2.2070007,2.2389832,2.234497,2.2167816,2.2353668,281.0051,271.90112,292.4549,288.46695,271.8446,272.57132,295.88742,276.5637
7291726,2.2052307,2.2263336,2.2154388,2.2071075,2.238922,2.2345123,2.2168427,2.2353668,280.97946,271.82544,292.37164,288.25946,271.83447,272.44946,295.8147,277.09598
7291934,2.2052002,2.2263947,2.2153473,2.2071533,2.238922,2.2344666,2.2168732,2.235382,281.09592,271.79617,292.36343,288.1329,271.64035,272.60822,295.69638,276.7866
7292141,2.2052002,2.2263489,2.2153473,2.2071533,2.238922,2.2345428,2.216858,2.2352142,281.04053,271.88504,292.47,288.1729,271.90753,272.68497,295.99884,276.61386
7292348,2.2052307,2.226303,2.215393,2.2070618,2.238861,2.234604,2.216919,2.2350311,280.9641,271.9175,292.2765,288.1377,271.83456,272.4544,295.93933,276.99734
7292555,2.2052612,2.2263489,2.2154083,2.2069702,2.2388153,2.234558,2.21698,2.2351685,281.04156,271.79935,292.39154,288.29706,271.88226,272.5212,295.8408,276.45645
7292969,2.2052307,2.2264404,2.2155457,2.2070312,2.2388458,2.234604,2.2169647,2.2353058,281.01297,271.95944,292.4065,288.26154,271.64374,272.4986,295.91772,276.99698
7293174,2.2051697,2.22641,2.2155151,2.2069855,2.2388458,2.2345276,2.2169647,2.2353516,281.03857,271.88297,292.26944,288.1553,271.7056,272.5014,295.66718,276.75336
7293384,2.2051697,2.2264252,2.2154999,2.207016,2.2388458,2.2346497,2.2169495,2.2353058,281.0138,271.96576,292.20505,288.27893,271.67758,272.71036,295.86465,276.85468
7293591,2.205124,2.2263641,2.2154999,2.2070465,2.2388458,2.2346497,2.21698,2.2354279,281.11353,272.00836,292.3471,288.11957,271.79977,272.38852,295.8383,276.68234
7293798,2.2051544,2.2262268,2.2154694,2.2070312,2.2388306,2.2345886,2.2169342,2.2352142,281.04825,272.03668,292.23788,288.43845,271.6108,272.54343,295.59866,276.94934
7294005,2.205124,2.226181,2.2154694,2.2071075,2.2388306,2.2345734,2.2169647,2.2351532,280.938,272.02045,292.55096,288.26035,271.87158,272.50787,295.88046,276.75897
7294212,2.2050934,2.226181,2.2154694,2.207077,2.2388763,2.2345734,2.2169037,2.2351532,280.96042,271.92395,292.29572,288.3545,271.88705,272.1618,295.764,276.36835
7294626,2.2050781,2.226181,2.215454,2.2070923,2.2388153,2.234604,2.2169342,2.2351685,281.0463,271.9108,292.48978,288.11038,271.76056,272.56143,296.0796,276.82245
7294834,2.2050323,2.226242,2.215454,2.2070923,2.2388763,2.2346191,2.2169495,2.2352295,281.10526,271.67313,292.35715,288.20126,271.9973,272.38232,295.8095,276.78375
7295041,2.2050323,2.226242,2.215454,2.2071228,2.2388916,2.2346191,2.216919,2.2354584,281.0549,271.70428,292.519,288.29736,271.73288,272.38788,295.7885,276.60468
7295248,2.2050781,2.226242,2.2154388,2.2070618,2.238968,2.2345428,2.216919,2.2354584,281.03207,272.00198,292.357,288.09613,271.84683,272.47513,295.84875,277.07043
7295455,2.2051392,2.2262115,2.2154388,2.2071228,2.238968,2.234558,2.2169495,2.235443,281.09167,271.7165,292.5819,288.273,272.0161,272.51355,295.8757,276.77457
7295662,2.2051697,2.2262726,2.2154236,2.2070923,2.2390442,2.234604,2.2169495,2.2353058,280.78204,271.8317,292.42953,288.38657,271.77612,272.4758,296.01184,277.2749
7295869,2.205185,2.226303,2.215393,2.2070618,2.2390594,2.2346344,2.2169342,2.2353516,280.99664,271.78683,292.30746,288.16464,271.73737,272.51562,295.7072,276.70465
7296283,2.205124,2.2263641,2.2153778,2.2070465,2.2390137,2.234604,2.2168732,2.2354736,280.94012,271.82855,292.56177,288.2829,271.93875,272.5391,295.77887,277.09592
7296491,2.205124,2.2263336,2.215393,2.2070465,2.238968,2.2345734,2.216919,2.2353363,280.92282,271.8007,292.29495,288.09732,271.61267,272.43274,295.96548,276.6714
7296698,2.2051697,2.2262878,2.2153473,2.2071075,2.2389832,2.2345734,2.21698,2.2351685,280.94406,271.7405,292.40897,288.26175,271.671,272.6088,295.55084,276.54816
7296905,2.205124,2.226303,2.215332,2.207138,2.2388763,2.2345734,2.2169952,2.235077,280.88986,271.70117,292.28183,288.28848,271.82794,272.33807,295.9581,276.8918
7297112,2.205124,2.2263336,2.2153168,2.2071533,2.2388763,2.234558,2.2169495,2.2349396,280.94232,271.76306,292.4814,288.30823,271.88794,272.4129,295.95758,276.93637
7297319,2.2051697,2.2263489,2.2152557,2.2071686,2.2388916,2.2345276,2.21698,2.2351837,281.0189,271.84372,292.30508,288.13577,271.71973,272.6599,295.75824,276.92514
7297734,2.205124,2.2263336,2.2152863,2.2070923,2.2388458,2.234497,2.216919,2.2351837,280.91925,271.79648,292.25015,288.4293,271.67947,272.61835,295.8201,276.96616
7297941,2.205124,2.2262573,2.2153168,2.2070465,2.2388458,2.2345123,2.2168427,2.2351837,280.9022,271.796,292.22723,288.3958,271.78876,272.72665,295.81714,277.05588
7298148,2.205124,2.2262878,2.2153473,2.207077,2.2388458,2.2345276,2.2167816,2.2350311,281.00333,271.94244,292.19318,288.14957,271.863,272.21002,295.98093,276.7582
7298355,2.2051392,2.22641,2.2153015,2.207199,2.2388458,2.2345123,2.2168427,2.2350464,281.03003,271.61072,292.18796,288.3023,271.78964,272.4897,295.74237,276.54074
7298562,2.2051697,2.226471,2.2153168,2.2071838,2.238861,2.2344208,2.2168427,2.2349396,281.03424,271.70312,292.3418,288.24057,271.83276,272.50507,295.73996,276.91898
7298769,2.2051392,2.2263184,2.2153015,2.2071533,2.2388763,2.2344513,2.216858,2.2350464,280.9372,271.81607,292.25745,288.21808,271.8194,272.53568,295.83182,276.85635
7298977,2.2051544,2.2263184,2.2153015,2.2070923,2.2388916,2.234497,2.2167969,2.2351227,281.0626,271.89896,292.23276,288.4687,271.83032,272.50204,295.8735,276.73547
7299391,2.2052307,2.2263641,2.2153168,2.207077,2.2388458,2.2345276,2.2168121,2.2353516,280.89792,271.87845,292.42877,287.9827,271.93808,272.5872,295.8463,276.6733
7299598,2.2052002,2.2263184,2.2152863,2.207077,2.2387695,2.2345428,2.2168732,2.235443,280.9906,271.75552,292.32104,288.3118,271.79102,272.62747,295.82593,276.84885
7299805,2.2051697,2.2263641,2.2153625,2.2071228,2.2388,2.2345428,2.2168427,2.2355042,281.19562,271.8585,292.47574,288.35898,271.90778,272.69498,295.84198,276.52737
7300012,2.2050934,2.2263184,2.2153473,2.2071533,2.2388,2.2345428,2.2168732,2.2355042,280.86346,271.75653,292.42743,288.3305,271.8615,272.3724,295.7793,276.85056
7300220,2.2051697,2.2263184,2.2153473,2.2071838,2.2388458,2.234604,2.2168732,2.235382,280.9439,271.88934,292.41382,288.28036,271.88885,272.54544,295.94333,276.90735
7300427,2.2051086,2.2263184,2.2153778,2.2071228,2.2388306,2.234558,2.2168732,2.2353973,281.0806,271.8679,292.46188,288.5009,271.93805,272.52655,295.65146,276.56845
7300634,2.2052155,2.226303,2.2153473,2.2071228,2.2389069,2.2344666,2.2169495,2.2354584,281.1405,271.9151,292.30844,288.3956,271.79147,272.56213,295.8335,276.85617
7301048,2.205185,2.226303,2.215332,2.2071686,2.2389069,2.2344666,2.2169495,2.2355347,280.95132,271.79758,292.55838,288.17508,271.86575,272.5211,295.9279,276.84344
7301255,2.205246,2.226242,2.215332,2.2071838,2.238861,2.2344513,2.21698,2.2355347,281.08505,271.84918,292.2669,288.3918,271.84015,272.6801,295.83258,276.8062
7301462,2.2053223,2.2263184,2.2153473,2.2072144,2.2389069,2.2344208,2.2170105,2.2352905,281.02036,271.90286,292.32202,288.17862,271.68097,272.43927,295.87952,276.85806
7301669,2.2052612,2.2262878,2.2153473,2.2072144,2.2389832,2.2344055,2.2170105,2.23526,281.0302,272.0092,292.5682,288.18008,271.6709,272.69418,295.71515,276.78635
7301877,2.2052612,2.2263489,2.2153473,2.207199,2.2389984,2.2345276,2.21698,2.2353058,280.8438,271.73288,292.58386,288.374,271.8745,272.53485,295.87778,276.47635
7302084,2.2051392,2.2264862,2.2153473,2.2071838,2.2389984,2.2345428,2.2169647,2.23555,281.06772,271.85788,292.36978,288.3726,271.7487,272.59973,295.77786,276.92673
7302498,2.2051086,2.2264557,2.2154236,2.2072144,2.238968,2.234497,2.2170258,2.2356415,281.1311,271.75482,292.5403,288.28824,271.7317,272.50208,295.85263,276.93137
7302705,2.2052002,2.22641,2.2154083,2.2072449,2.2389832,2.234497,2.2170105,2.2357635,281.00974,271.8866,292.40808,288.18854,271.79993,272.42972,295.71582,276.48587
7302912,2.2052002,2.22641,2.2153625,2.2072754,2.238968,2.2345276,2.217041,2.2355194,280.97806,271.81165,292.47192,288.16782,271.8794,272.47388,295.92194,276.5755
