Timestamp,X Coord 7,X Coord 6,X Coord 5,X Coord 4,X Coord 3,X Coord 2,X Coord 1,X Coord 0,Y Coord 7,Y Coord 6,Y Coord 5,Y Coord 4,Y Coord 3,Y Coord 2,Y Coord 1,Y Coord 0
7260860,2.20549,2.2263184,2.2155914,2.2074585,2.2391052,2.2347565,2.2171783,2.235382,281.01572,271.9417,292.45294,288.16382,271.86868,272.39636,295.65665,276.62372
7261274,2.2054749,2.2263489,2.2156067,2.2074432,2.2390747,2.2346802,2.2170715,2.2355957,280.98615,271.65897,292.59607,288.32346,271.78268,272.46976,296.05182,276.62402
7261481,2.2054443,2.2263641,2.2156067,2.2074127,2.2390594,2.2346191,2.2171478,2.235611,280.97058,271.75497,292.44482,288.44757,271.6738,272.4544,295.7882,276.80585
7261688,2.2054138,2.2263489,2.2155762,2.2074127,2.2389984,2.234604,2.2171478,2.2355652,281.0087,271.82315,292.3878,288.4483,271.9281,272.43484,295.8321,276.79626
7261896,2.2054138,2.2263489,2.2155304,2.2074127,2.239029,2.2345886,2.2171173,2.2353973,280.8759,271.74063,292.47272,288.23294,271.851,272.60358,295.98172,276.83694
7262103,2.2054749,2.2262268,2.2155304,2.2074127,2.239029,2.2346497,2.2171478,2.235672,281.08502,271.97452,292.40268,288.24304,271.8203,272.54767,295.978,276.69287
7262310,2.2054596,2.2263489,2.2155762,2.2074127,2.2390442,2.2346497,2.2171478,2.2358246,281.04004,271.88116,292.3675,288.10724,271.8402,272.78864,295.7882,276.3404
7262517,2.2054596,2.2263489,2.2156067,2.2073517,2.2390137,2.234604,2.217102,2.2357178,281.0901,271.99265,292.48193,288.08673,271.81372,272.42343,295.73746,276.62115
7262929,2.205429,2.2263641,2.2155762,2.2073517,2.23909,2.2345734,2.217041,2.2355347,280.84302,271.96948,292.27148,288.1189,271.83923,272.69376,295.84824,276.87582
7263139,2.205368,2.2263184,2.2155762,2.2073517,2.2389526,2.234558,2.217102,2.2353058,280.98294,271.77682,292.51395,288.1949,271.77747,272.57874,295.7555,276.5373
7263346,2.2053986,2.2263184,2.2155151,2.2073822,2.2389984,2.2346191,2.2170563,2.2352753,280.82764,271.793,292.1754,288.14133,271.71204,272.33847,295.8792,276.78186
7263553,2.205307,2.2263489,2.2154846,2.2073517,2.2391052,2.2345886,2.2170563,2.2350464,280.87506,271.8988,292.32904,288.0772,271.68005,272.50006,295.69128,276.71637
7263760,2.2052765,2.2264404,2.2155304,2.2073517,2.2391357,2.2345886,2.2171478,2.2350922,280.99762,271.79282,292.34854,288.31662,271.69534,272.57657,295.6662,276.71878
7263967,2.205246,2.2264404,2.2155762,2.2073517,2.2390747,2.2345886,2.2171478,2.2351685,281.02734,271.8383,292.34314,288.33514,271.77002,272.4175,295.85913,276.77832
7264382,2.205307,2.2263794,2.215683,2.2073517,2.2390747,2.2345734,2.2171173,2.234909,281.13608,271.5923,292.29703,288.15982,271.61465,272.4486,295.79184,276.798
7264587,2.2053833,2.22641,2.215622,2.2073364,2.23909,2.2346191,2.2170868,2.234909,281.0137,271.9813,292.45343,288.34012,271.8504,272.51587,295.75217,277.1127
7264796,2.205368,2.2264404,2.215561,2.2073517,2.2390747,2.2346191,2.2170868,2.2351685,280.8958,271.74713,292.35013,288.44827,272.0383,272.3874,295.87302,276.7127
7265003,2.205368,2.2264557,2.215561,2.2073364,2.239029,2.2346344,2.2171173,2.2352753,281.00882,271.90604,292.49118,288.2148,271.60934,272.6153,295.81357,277.18585
7265210,2.2053833,2.226471,2.2155457,2.2073364,2.2390594,2.234665,2.2171478,2.2353363,281.09326,271.66174,292.31305,288.249,271.7597,272.64688,295.79773,276.61548
7265417,2.2052917,2.2264404,2.2155304,2.207306,2.23909,2.234665,2.2171173,2.2354126,281.09753,271.78485,292.25443,288.19498,271.63538,272.37845,295.7482,276.9136
7265625,2.2052917,2.2263489,2.2155304,2.207306,2.23909,2.2346497,2.2171173,2.2354584,281.05737,271.95663,292.403,288.1767,271.79297,272.4329,295.72336,276.7858
7266039,2.2053223,2.2264404,2.215622,2.2073822,2.2390747,2.2346497,2.2171173,2.2355194,280.86557,271.80225,292.46915,288.10245,271.90918,272.41614,295.75906,276.6655
7266246,2.2053223,2.2263947,2.215561,2.2074127,2.2390747,2.2346497,2.2171173,2.2353973,281.1665,271.74054,292.35638,288.1315,271.90247,272.47998,295.59805,276.35608
7266453,2.2053375,2.2264404,2.2155762,2.2073975,2.239029,2.234665,2.2170563,2.2354126,280.96237,271.9854,292.3922,288.21405,271.87784,272.5975,295.8417,277.1569
7266660,2.2054138,2.2264404,2.215561,2.2074127,2.2391357,2.234665,2.2171478,2.2354584,281.09653,271.92673,292.38538,288.33884,271.8249,272.51987,295.78693,276.9645
7266868,2.205429,2.2265015,2.2155762,2.2072906,2.2391357,2.234665,2.2171478,2.2353668,281.15332,271.68777,292.59805,288.3838,271.85443,272.61517,295.85382,276.57834
7267075,2.2054443,2.2265015,2.215561,2.2073975,2.2391357,2.2346954,2.2171936,2.235382,281.12173,272.03156,292.46063,288.2119,271.8302,272.59244,295.75253,276.91504
7267282,2.2053833,2.2265472,2.2155457,2.2074432,2.2391357,2.234726,2.2171783,2.2353973,281.2738,271.97464,292.4326,288.12534,271.94818,272.6303,295.84357,276.57593
